synchronisation,user_of_latest_model,age_of_customer_transformed,swimming_hours_per_week_transformed,biking_hours_per_week_transformed,running_hours_per_week_transformed,vo2_max_transformed,10k_running_time_prediction_transformed,support_cases_of_customer_transformed,customer_years_transformed,hot_enc__Male,hot_enc__Other,hot_enc__UnknownLand,hot_enc__Delhi,hot_enc__Mumbai,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White,most_current_software_update_month,most_current_software_update_day
1.0,1.0,0.7835003753897741,-0.08309646778075724,0.5017440950092666,-1.1632729107211817,-0.8389244950836746,1.2994209153134055,-5.199337582605575,-0.38532046640756773,0,0,0,0,0,0,1,0,0,0,1,0,10,23
0.0,1.0,0.23899287047892498,0.0,1.6235370788934602,1.484558241669146,0.8434734103184333,-1.4828995172217458,-5.199337582605575,1.8339146358159146,0,1,0,1,0,0,0,0,1,0,0,0,4,18
1.0,1.0,0.3853204664075674,-0.04151238794160799,-0.7078838330152929,-1.1107716166367858,-0.5969493227110207,0.42405909068674597,0.041789297816453665,1.2815515655446004,0,1,0,0,0,0,1,0,1,1,0,0,11,29
1.0,1.0,-0.7279132908816442,-0.008300188927962106,-0.6434085171067131,1.6732734787137535,1.1553777244055703,-1.5015100695380181,0.5729675484954635,-0.7835003753897741,1,0,0,0,0,0,0,0,0,0,1,1,12,16
0.0,0.0,-0.08365173390712909,0.25706646016042867,-5.199337582605575,-0.6384789261130505,-0.2274515605046106,-0.3415971910063408,5.19933758270342,-0.38532046640756773,1,0,0,0,0,0,1,1,0,0,1,1,7,21
1.0,0.0,-1.8339146358159146,-0.4415380390635178,-0.5896028129377506,0.3324762436398037,-0.2874129614755105,-0.19968660275081318,-0.47704042848944356,-5.199337582605575,1,0,0,0,0,0,0,0,1,0,1,0,11,10
0.0,0.0,1.1107716166367858,-0.4964062120462337,0.26408800736886145,-1.2048586146467277,-1.5223808353647676,1.1823427574548644,5.19933758270342,-0.7835003753897741,1,0,0,0,1,0,0,1,0,0,0,0,7,24
1.0,0.0,0.16789400478810546,0.56108264175994,0.66220853877753,-5.199337582605575,-0.09393911406825116,0.5753885125933266,-0.47704042848944356,-0.38532046640756773,0,1,0,0,0,1,0,0,0,0,1,0,7,24
1.0,0.0,0.6229257232100877,0.7390709007955972,0.565739215984736,1.0072734675837725,-0.1860232312175243,0.26796685453499897,0.5729675484954635,-0.7835003753897741,0,1,0,1,0,1,0,0,0,0,1,1,3,27
1.0,1.0,-1.8339146358159146,-0.41788069449112836,-0.5711775041740007,-1.117166403766654,-0.19782425490956607,-0.09782145045170938,0.5729675484954635,-0.7835003753897741,1,0,0,1,0,0,0,1,0,0,0,0,9,18
0.0,1.0,0.9674215661017012,0.8489763933429505,-1.020723980843896,0.38721953310657775,-0.7541555236143912,0.7650920243878292,5.19933758270342,-0.7835003753897741,1,0,0,0,0,0,1,0,1,0,1,0,12,12
1.0,0.0,0.7835003753897741,0.34895903074381357,-0.6465673800344504,0.6898627613930346,-0.5994453594917221,0.899144638442205,-0.47704042848944356,0.9027347916438648,0,1,0,0,0,1,0,1,0,0,1,0,5,8
1.0,0.0,-0.16789400478810546,0.09511722564689422,0.19676107878505641,-0.7327139256727697,0.1644175511087164,-0.6283695118005904,0.5729675484954635,1.2815515655446004,0,0,0,0,0,0,1,0,1,0,0,0,4,9
0.0,1.0,-1.2815515655446004,0.7446843123008045,-0.35340071535232975,-0.13609594688780105,0.01339327812029063,0.00842776447388154,5.19933758270342,-5.199337582605575,1,0,0,1,0,0,1,0,1,0,1,1,12,31
0.0,1.0,1.644853626951472,-1.1020492715779269,0.7277590509761205,0.013849217700468635,-1.7130350595179573,1.8261645190184665,0.5729675484954635,-0.38532046640756773,1,0,0,0,0,0,1,0,0,0,1,0,9,15
1.0,1.0,-0.16789400478810546,0.3691623502808033,0.12493339326889547,1.357588506150039,1.4925674130667974,-1.834873646874755,0.5729675484954635,0.6229257232100877,0,1,0,0,0,1,0,0,1,0,1,1,10,29
1.0,1.0,0.2918904697739106,-1.409627207040094,0.4028214721144326,0.27369046175835726,-0.3610825085110396,0.1134481326671861,0.5729675484954635,0.16789400478810546,1,0,0,0,0,0,1,0,1,0,0,0,5,14
0.0,0.0,-0.2104283942479247,-5.199337582605575,-1.2277825191859935,0.6713113922827719,0.5504076231538025,-0.2977054573441427,0.041789297816453665,-0.38532046640756773,0,0,0,0,0,1,0,1,0,0,1,1,12,28
1.0,0.0,0.8416212335729143,1.1256996240922699,-0.3473909485266043,-0.6333904229505145,-0.7488254187970295,1.143197133923624,-0.47704042848944356,1.2815515655446004,0,1,0,0,0,1,0,0,0,0,0,0,10,14
0.0,1.0,-0.2104283942479247,0.3370407571813536,-0.40502845456917347,1.6275378995544538,0.4591485228391241,-1.4511703565821967,5.19933758270342,0.3853204664075674,1,0,0,0,0,1,0,0,1,0,0,0,11,6
1.0,1.0,0.041789297816453665,2.6501343426056865,1.1449842138140338,-0.44487477011961096,0.5159275572284058,0.10592797719001633,5.19933758270342,-5.199337582605575,0,1,0,0,0,0,0,0,1,1,0,1,3,6
1.0,1.0,-1.8339146358159146,0.0,0.8899619882628274,0.6288924961253373,1.5276559221568118,-1.3579613277293632,-0.47704042848944356,-5.199337582605575,1,0,0,0,0,0,0,0,0,1,0,0,8,13
1.0,0.0,0.43072729929545744,-5.199337582605575,-0.9239389296817431,0.9206446468339481,-0.5326804699569683,0.5361053913088837,-0.47704042848944356,0.16789400478810546,1,0,0,0,0,1,0,0,1,0,1,0,3,18
1.0,0.0,0.08365173390712909,0.012854858002279763,-1.0567651950496029,-1.681787451447798,-0.46806086582527423,0.6597441192985889,-0.47704042848944356,0.6229257232100877,1,0,0,0,0,0,0,0,0,0,0,0,4,8
1.0,0.0,-1.1107716166367858,-5.199337582605575,-5.199337582605575,0.8959606235307025,0.0021601432471937466,-0.5107763946130126,-0.47704042848944356,-0.38532046640756773,0,0,0,0,0,0,1,0,0,1,0,0,12,3
1.0,0.0,1.1107716166367858,-0.5659488219328631,-5.199337582605575,-1.6350239590072013,-1.625128019372767,2.03478510364834,-5.199337582605575,0.9027347916438648,0,0,0,0,0,0,1,0,1,0,1,0,8,1
1.0,0.0,-1.5010859460440247,-0.294117122592403,-0.9634951970856881,0.8575621378885581,-0.3246562994612026,-0.6191307730555788,5.19933758270342,-0.7835003753897741,0,1,0,0,0,1,0,0,1,1,0,1,6,26
1.0,0.0,0.5244005127080407,-5.199337582605575,-5.199337582605575,-0.8859357061752364,-0.7276370116871841,0.9102287046778761,-5.199337582605575,0.16789400478810546,1,0,0,0,0,0,1,1,0,1,0,0,1,27
1.0,1.0,-1.8568441290659177,-1.0596405111082128,-0.9601415221807217,-0.7009071325887967,-0.37914527519477265,0.29597611491991804,0.5729675484954635,-5.199337582605575,1,0,0,0,0,1,0,0,1,0,0,0,12,29
1.0,1.0,-1.2815515655446004,0.13535518466384178,-0.9468334121749362,-0.10745283396114039,-0.5374971836392071,-0.4699788631931802,0.5729675484954635,0.16789400478810546,0,0,0,0,0,1,0,0,1,0,0,1,9,11
1.0,0.0,-0.6229257232100878,0.19335376511639177,0.45383186120995456,0.0,0.9190132178422983,-0.7066855605611779,5.19933758270342,1.2815515655446004,1,0,0,0,0,0,1,0,0,1,0,0,6,13
1.0,1.0,-0.2533471031357997,0.9308983302121352,-0.1284338524168826,1.0891958529840065,0.5778754184175244,-1.509512892348302,0.5729675484954635,1.2815515655446004,0,0,0,0,0,0,0,0,1,1,0,1,2,2
1.0,0.0,-0.6744897501960817,-0.5244005127080409,-0.7278018322647944,0.744122475329905,1.4969599874505488,-1.054181590149626,-0.47704042848944356,5.19933758270342,1,0,0,0,0,0,1,1,0,0,0,1,12,17
1.0,1.0,0.041789297816453665,0.6229257232100877,-0.3299438213252124,-1.075985274317962,-0.2121913666207481,0.042150801700446314,-5.199337582605575,-0.7835003753897741,0,1,0,0,0,0,1,0,0,0,1,0,12,5
1.0,0.0,0.6229257232100877,0.5732733492286307,0.6028125206576317,-5.199337582605575,-0.8606640890537499,0.7285357146786454,-0.47704042848944356,-0.38532046640756773,1,0,0,0,0,1,0,1,0,0,0,0,4,7
1.0,0.0,-0.6744897501960817,-5.199337582605575,0.429451714973538,0.4911316558166982,1.0572876822075898,-1.169552170039447,0.5729675484954635,1.2815515655446004,1,0,0,0,0,1,0,0,0,1,0,0,12,16
0.0,1.0,0.3406948270877954,0.41003534928624474,-0.029845242919239425,-1.049066348675596,-0.4981892061988335,0.709634466238888,-5.199337582605575,1.8339146358159146,0,0,0,0,0,1,0,0,1,0,1,1,7,21
1.0,0.0,-1.2815515655446004,-0.3608803214388432,0.27826755627249716,0.76730583149025,0.30814927263054237,-1.038605417071906,-0.47704042848944356,0.16789400478810546,1,0,0,0,0,1,0,0,0,1,0,1,4,16
1.0,1.0,0.5729675484954632,1.2128930015139585,1.251996124813424,1.6023567488437709,0.05662595635696199,0.0783369342657778,5.19933758270342,1.8339146358159146,1,0,0,0,0,0,0,0,0,0,1,0,12,8
0.0,0.0,-0.12566134685507402,1.4555927750891047,1.6586683930843444,-0.7990193174424656,0.5826966610830855,-0.7901087063652664,-0.47704042848944356,0.3853204664075674,0,0,0,0,0,0,0,0,1,1,0,0,11,4
1.0,0.0,0.9674215661017012,0.19335376511639177,0.9212589784348367,0.5429278393970954,-1.104493898193891,0.7552015166137063,0.5729675484954635,-5.199337582605575,0,1,0,0,0,0,0,0,1,0,1,0,3,1
1.0,1.0,-0.6229257232100878,1.4260025852448583,0.6229257232100877,0.5920066223547552,1.9684096003923695,-1.686528352015598,-5.199337582605575,1.2815515655446004,0,1,0,0,0,1,0,1,0,0,1,1,7,30
1.0,0.0,5.19933758270342,-5.199337582605575,0.7488225034969301,-0.09316573349802282,-1.9446946834558725,1.8837867904001029,5.19933758270342,0.16789400478810546,0,0,0,1,0,1,0,1,0,1,0,0,2,3
1.0,1.0,-1.5010859460440247,0.2285457831285522,0.21533745177945196,-0.21297581566998286,0.24747902570193195,-0.14431887118682502,-5.199337582605575,-0.7835003753897741,0,0,0,0,1,1,0,0,1,0,1,0,11,27
1.0,1.0,-0.2104283942479247,0.2710462305570486,0.8096200729499389,0.5805578877773125,0.9836662444574048,-0.887772621747828,5.19933758270342,-0.08365173390712909,0,0,0,0,0,0,0,0,1,0,0,0,5,17
1.0,0.0,0.3853204664075674,0.48914655268233603,0.2029453457514015,-5.199337582605575,-0.3587605106770467,0.528678388764778,-5.199337582605575,-0.38532046640756773,0,0,0,0,0,1,0,0,1,1,0,1,12,16
1.0,0.0,-1.2815515655446004,-0.7554150263604693,0.3652626811036783,-0.5914404384596158,0.8242326905937507,-0.23937118446831726,0.5729675484954635,-0.38532046640756773,0,0,0,0,0,0,1,0,0,0,0,0,7,24
1.0,0.0,0.0,-0.4524006314389326,-1.218864507144899,-1.5411904534563559,-0.434859368348123,0.5898155957422773,5.19933758270342,-0.7835003753897741,0,1,0,0,0,0,1,0,0,1,0,0,11,6
1.0,0.0,-5.199337582605575,-0.1756027259873963,-1.1798820297320585,-1.136630630268007,-0.8291691418935276,0.5594044657894465,-5.199337582605575,0.9027347916438648,0,0,0,0,0,0,1,0,1,0,1,0,8,24
1.0,0.0,-0.9674215661017012,0.0,-0.4834465280216794,-1.069182866905494,0.23959308728471232,0.07592185657430343,-5.199337582605575,0.16789400478810546,1,0,0,0,0,0,1,1,0,0,1,0,8,20
1.0,0.0,0.0,-5.199337582605575,0.9810389554345547,0.29708007597396463,0.49278406818490933,-0.9884139735414703,-0.47704042848944356,0.9027347916438648,0,0,0,0,0,0,0,0,1,1,0,1,9,20
1.0,1.0,-0.2104283942479247,1.5823161232901948,-0.2818729857868566,0.15980321247300355,0.7141289750621952,-0.12665061912949255,5.19933758270342,-5.199337582605575,1,0,0,0,0,1,0,0,0,0,0,0,9,4
1.0,0.0,-0.43072729929545756,-0.1833218965723392,0.27542725850668626,-0.2638546885743323,1.0587598299092826,-0.4393037930758185,0.041789297816453665,0.16789400478810546,0,0,0,0,0,1,0,0,0,0,0,0,7,22
1.0,1.0,-0.6744897501960817,0.012854858002279763,-1.1305390388700731,0.0,1.2548909530972403,-1.9571262910830476,0.5729675484954635,-0.08365173390712909,0,0,0,0,0,0,0,0,1,1,0,0,10,24
1.0,0.0,-0.6229257232100878,-0.1613454784315378,-0.5555375068462023,-0.9253524413455737,-0.15918791646856117,-0.303153540587973,-0.47704042848944356,-5.199337582605575,0,1,0,0,0,0,1,0,1,1,0,0,8,17
1.0,0.0,1.644853626951472,0.14111986996430162,-0.9534663590339674,0.2533471031357997,-5.199337582605575,1.8780235004796169,0.041789297816453665,-0.08365173390712909,1,0,0,0,0,0,1,0,0,0,0,1,9,11
1.0,0.0,1.2815515655446004,-0.8049763398165359,-0.08365173390712909,-0.5170400446713929,-1.5420624916345165,1.2152471437228527,5.19933758270342,-0.08365173390712909,1,0,0,1,0,1,0,0,1,0,0,0,12,8
1.0,0.0,0.9674215661017012,1.192728781771549,-0.42041455366871217,0.5196130030139723,-0.6480589499662366,1.0821869011470555,0.041789297816453665,0.3853204664075674,0,1,0,0,0,0,1,0,0,0,0,0,9,30
1.0,1.0,0.041789297816453665,1.3227355257276612,1.8999819721968136,1.040915865207148,0.8257750695081186,-0.9674215661017012,-5.199337582605575,1.8339146358159146,0,1,0,0,0,0,0,0,1,0,0,0,2,24
1.0,0.0,1.8339146358159146,-0.4415380390635178,2.846655520712054,0.13559131246358877,-1.5268704221141225,1.4284863810285264,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,0,0,0,0,1,0,0,10,25
1.0,0.0,0.43072729929545744,-1.0513850897607038,-1.1225794159348723,0.27660572696467334,-0.7337122333305177,0.524564868571883,-0.47704042848944356,0.16789400478810546,0,1,0,0,0,1,0,0,0,1,0,0,1,11
1.0,1.0,0.0,1.8187145143678043,0.0,0.3535459199270439,0.5658805120219124,-1.087934400716962,5.19933758270342,0.6229257232100877,1,0,0,0,0,0,0,1,0,0,1,0,2,27
1.0,0.0,5.19933758270342,-1.0270381175234355,-1.1548590570326862,1.3401694446599404,-2.447013212171876,1.3843810156340508,5.19933758270342,-0.7835003753897741,1,0,0,0,0,0,0,0,1,0,0,0,10,4
1.0,0.0,1.5010859460440247,2.164059671088162,-1.5172952503241195,-0.6956026239062245,-1.362019954718657,1.9692040534861541,0.041789297816453665,0.3853204664075674,0,0,0,0,0,1,0,1,0,0,1,0,11,4
1.0,1.0,-0.9027347916438648,0.8919233509555772,-0.6624598454347164,0.0,1.6909169019910026,-2.2190364108049545,-0.47704042848944356,-0.7835003753897741,0,0,0,0,0,0,0,1,0,1,0,0,3,17
1.0,1.0,1.0364333894937898,-0.3078131129104196,1.3276604407514172,1.3164453124533075,-0.9760930831362722,0.7278826756799008,5.19933758270342,0.9027347916438648,0,1,0,0,0,0,0,0,0,1,0,0,4,1
1.0,1.0,-0.08365173390712909,0.9769679992067939,0.9994836352802728,1.7629319981253733,2.1246676965659472,-1.8929406788672947,-5.199337582605575,1.2815515655446004,0,1,0,0,0,0,0,0,1,0,1,1,4,7
1.0,1.0,-0.6229257232100878,-0.9954923659509284,-0.4530063966651061,-0.3406948270877956,0.44489298792291776,-0.3140769391252785,0.041789297816453665,0.3853204664075674,0,1,0,0,0,0,1,0,0,0,0,0,10,14
1.0,0.0,0.43072729929545744,1.5924256694941845,-0.392788416222294,-0.32875306391682696,-0.5290760338235121,0.20447435213632412,0.5729675484954635,0.3853204664075674,0,0,0,0,0,1,0,0,1,0,0,1,1,11
1.0,0.0,-0.5244005127080409,0.4238099102587583,-0.9271797923360112,0.4537621901698811,1.3173260474232296,-0.7425765417033813,-5.199337582605575,-0.7835003753897741,0,0,0,0,0,1,0,1,0,0,0,0,12,29
1.0,0.0,0.7279132908816441,0.8489763933429505,0.5074551377419595,0.8359593788191914,-0.6722790437949066,0.5129490515781387,-0.47704042848944356,-0.38532046640756773,0,0,0,0,0,1,0,0,1,0,0,0,12,23
1.0,1.0,-1.2815515655446004,-1.3201672483903435,-0.005968197989048324,0.7375719960470212,1.2377043972981856,-0.6153447185388178,5.19933758270342,-0.7835003753897741,0,0,0,0,0,0,1,0,1,0,1,0,7,26
1.0,0.0,-0.12566134685507402,0.5855498559485107,-0.6882427967152448,-0.18249291831203127,-0.059008576321891854,0.15871934868625948,-5.199337582605575,-0.08365173390712909,0,0,0,0,0,0,1,0,0,0,1,0,9,11
1.0,1.0,-0.43072729929545756,1.0863980046703232,0.9636022482637506,0.744122475329905,1.9401553286714965,-0.9114003743978993,0.5729675484954635,0.9027347916438648,0,0,0,0,0,1,0,0,0,1,0,0,5,3
1.0,1.0,-0.8416212335729142,0.6744897501960817,0.8230387927855559,0.5053210885138516,1.8635816408759522,-0.583509205605695,-0.47704042848944356,-5.199337582605575,0,1,0,0,0,1,0,1,0,0,0,0,12,22
1.0,0.0,0.0,-0.6307482759054207,0.16902124916028508,-0.011936608571117828,1.029740174687753,0.09215625946001534,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,0,1,1,0,0,0,0,10,24
1.0,1.0,-0.3406948270877956,-0.8811052248366495,1.033570623611454,0.6288924961253373,0.5147026741934098,-0.561389801062964,0.041789297816453665,-0.08365173390712909,0,1,0,0,0,1,0,0,1,0,1,0,8,30
1.0,1.0,-0.3406948270877956,0.43650028216422293,1.9331461636415854,0.0,2.177189571849806,-1.9240430272330666,-5.199337582605575,-5.199337582605575,0,1,0,0,0,0,0,0,0,0,0,0,10,26
1.0,1.0,-1.0364333894937894,0.4169127416174895,0.9920652631284863,-0.6538449257345857,0.2703708026781966,-0.20627721937318022,0.5729675484954635,0.16789400478810546,0,0,0,0,0,1,0,1,0,0,1,0,11,26
1.0,0.0,0.08365173390712909,-1.0596405111082128,-0.5529441038085153,-0.25801361920722565,-0.4132807775618961,-0.3177263512669964,-0.47704042848944356,0.3853204664075674,0,0,0,0,0,0,1,0,1,0,0,1,7,8
1.0,1.0,-1.2815515655446004,-0.2872899209789353,1.904592860571426,-0.30500760476969707,1.331142272479861,-0.20627721937318022,0.041789297816453665,0.16789400478810546,1,0,0,0,0,0,0,0,0,1,0,1,1,29
1.0,0.0,-0.43072729929545756,0.28507917676101957,-1.1841248707343366,0.15172286768749038,0.4496346515504131,-0.6338319860929811,-0.47704042848944356,1.2815515655446004,0,1,0,1,0,0,0,1,0,0,0,0,4,20
0.0,1.0,0.6229257232100877,0.616637096791461,-5.199337582605575,-0.3168580011864787,-0.8746078219448074,0.9858775913618804,-0.47704042848944356,1.2815515655446004,0,0,0,0,0,0,1,1,0,0,0,0,5,12
1.0,0.0,0.08365173390712909,-0.6948018523653642,-0.3958428418544012,-0.24365795242644667,-0.09277840592632156,-0.09302512880038588,-0.47704042848944356,-5.199337582605575,0,1,0,0,0,0,1,0,0,1,0,1,5,30
1.0,0.0,-0.3406948270877956,0.6420613752765009,0.09281065199135347,0.5196130030139723,1.1595904370050543,-1.0700178178835393,-0.47704042848944356,1.2815515655446004,0,0,0,0,0,0,1,0,1,0,1,1,4,2
1.0,0.0,0.2918904697739106,-0.24551124016529643,0.18749869174690204,1.3682408155926986,0.23284556896963138,-0.26699412540495243,-0.47704042848944356,0.9027347916438648,0,1,0,0,0,0,1,0,0,0,1,0,12,30
1.0,1.0,-0.08365173390712909,0.0,0.4028214721144326,-0.8989192903231646,0.7699475632408896,0.34909170364837183,0.5729675484954635,-0.7835003753897741,1,0,0,0,0,0,1,0,1,0,0,1,4,17
1.0,1.0,-0.5729675484954635,-0.7195617466887426,-0.08628046255511591,-1.3774102012778944,1.2838419911067187,-0.5779529572729166,-5.199337582605575,-5.199337582605575,1,0,0,0,0,0,1,0,0,0,1,0,3,18
0.0,1.0,-0.5244005127080409,2.14931806567425,-1.1798820297320585,0.28536575371019307,0.80132727180654,-0.41211886131229675,5.19933758270342,-5.199337582605575,1,0,0,0,0,1,0,1,0,0,0,1,10,14
1.0,0.0,-5.199337582605575,-5.199337582605575,-0.7606403757974673,-0.19118379219116366,-0.8011554027735378,0.783757755545769,-0.47704042848944356,0.3853204664075674,0,0,0,0,1,0,1,0,1,1,0,0,3,25
1.0,1.0,0.041789297816453665,1.8339146358159146,2.3851967997655765,1.22408085782263,1.8601429767650792,-1.5459290221956978,5.19933758270342,1.2815515655446004,1,0,0,1,0,0,0,0,1,1,0,0,11,11
1.0,0.0,-0.16789400478810546,0.7963126407383865,-0.5108848634495341,-0.7477213930205658,-0.10322946972265135,-0.28141338660369086,5.19933758270342,0.6229257232100877,0,0,0,0,1,1,0,0,1,0,0,1,7,27
1.0,0.0,-0.38532046640756773,0.31804759659034154,-0.832434291325894,0.10744322129315682,0.20149167782877317,-1.1211374719999792,0.5729675484954635,0.16789400478810546,1,0,0,0,0,0,1,1,0,1,0,0,8,11
1.0,1.0,-0.08365173390712909,0.2991684901353166,-0.5477684107126964,2.0580374291735444,1.1143300623066228,-1.944469705475083,-0.47704042848944356,-0.7835003753897741,1,0,0,0,0,0,0,0,0,1,0,0,11,23
1.0,0.0,1.3829941271006387,-1.3908343371907452,0.3298033872356782,-1.010056558772854,-1.6239603444483113,1.7807293978788592,5.19933758270342,-5.199337582605575,0,0,0,0,0,1,0,1,0,0,0,0,11,6
0.0,1.0,-0.38532046640756773,-0.3078131129104196,2.343999036062195,0.6348817436719865,1.090222345206851,-1.8425499078328451,-0.47704042848944356,-0.7835003753897741,0,0,0,0,0,0,0,0,1,0,0,1,12,29
1.0,1.0,-0.5729675484954635,-0.6544522007320038,-0.18759533009509755,0.04848970771138036,0.012529148885706241,-1.016541339702127,0.041789297816453665,-5.199337582605575,1,0,0,0,0,0,1,0,0,1,0,1,12,30
0.0,1.0,0.2918904697739106,-0.5075560690656843,0.7162398699212946,-0.12176190268244012,-0.10904041884765278,0.4288201547007458,0.041789297816453665,-0.38532046640756773,0,0,0,0,0,0,1,1,0,0,1,0,10,31
1.0,0.0,-0.2104283942479247,-0.4469627427369628,-5.199337582605575,0.11145864977969956,0.5245173835654476,-0.25268048155283496,0.041789297816453665,0.3853204664075674,1,0,0,0,0,0,1,0,1,0,1,0,8,22
1.0,0.0,0.3406948270877954,0.28507917676101957,0.866468543414336,0.15172286768749038,0.3287512017189903,0.2621586838776418,5.19933758270342,0.9027347916438648,0,0,0,0,0,0,1,0,1,0,0,1,11,5
1.0,1.0,-0.2533471031357997,0.459740764112726,0.7139474431774199,1.56805653405152,1.3891288314848662,-1.91510707093171,0.041789297816453665,-0.38532046640756773,0,1,0,0,0,1,0,1,0,0,0,0,9,20
1.0,0.0,0.9674215661017012,-0.6785297028248417,-0.6849951514492156,1.0802301130787018,-0.711160339730696,0.9817473569951141,0.5729675484954635,1.8339146358159146,0,1,0,0,0,1,0,1,0,0,1,0,11,21
1.0,1.0,-0.6229257232100878,-0.04982116466388359,1.6329195722651095,1.0323956851649088,1.6050759073728698,-1.0915598221584106,0.5729675484954635,1.2815515655446004,0,1,0,0,0,0,0,1,0,1,0,1,2,27
1.0,1.0,-0.3406948270877956,-0.2736752445661682,-0.9046937885435676,0.33841510613846193,0.33392321667408925,-0.6374841609623768,5.19933758270342,1.8339146358159146,0,1,0,0,0,0,1,0,1,0,1,0,5,24
1.0,1.0,-0.08365173390712909,0.2663805539753184,0.9755702922295595,1.2638297281583133,-0.08178146567430639,-0.7201566171385524,-0.47704042848944356,0.16789400478810546,0,1,0,1,0,0,0,1,0,0,1,0,9,13
1.0,0.0,1.8339146358159146,-0.1910520061461741,0.5218059934641304,-1.681787451447798,-2.302132950328524,0.0,-5.199337582605575,-0.08365173390712909,1,0,0,0,0,1,0,0,1,0,1,0,5,15
1.0,0.0,0.5244005127080407,-0.6229257232100878,0.47624238695894494,-1.2048586146467277,-0.43951684185915463,0.8295763989363223,-0.47704042848944356,-0.7835003753897741,0,1,0,0,0,0,1,1,0,0,1,0,6,15
1.0,0.0,0.9674215661017012,0.2663805539753184,-0.023874918204524385,0.4770404284894445,-0.709625573025962,1.0081959219769565,-0.47704042848944356,-0.7835003753897741,0,1,0,0,0,0,1,0,1,0,0,1,8,16
1.0,0.0,1.0364333894937898,0.7211238255744742,-0.8983528356680011,-0.18249291831203127,-1.358367433135488,0.9762662891619789,-0.47704042848944356,0.16789400478810546,0,1,0,0,0,1,0,0,1,0,0,0,5,24
1.0,0.0,-0.3406948270877956,1.0362297584248539,0.9261542234498477,0.5616434443077414,1.573185767600051,-1.410316113985575,-0.47704042848944356,-5.199337582605575,0,1,0,0,0,1,0,0,0,1,0,0,5,10
1.0,0.0,-0.9027347916438648,0.9827388344298198,-0.9957713010445479,-1.5127392242759305,0.7669986608439155,-0.47473687236229045,-5.199337582605575,0.9027347916438648,0,0,0,1,0,1,0,1,0,1,0,0,2,27
1.0,0.0,0.5244005127080407,-1.3201672483903435,1.0649113943801392,0.6348817436719865,-0.3908642948929231,-0.19639456207205075,0.041789297816453665,1.2815515655446004,1,0,0,0,0,1,0,1,0,1,0,0,1,29
1.0,1.0,0.43072729929545744,-5.199337582605575,1.5671914984912603,0.22111871299757027,-0.7240159783763361,0.018060263264850527,-0.47704042848944356,0.6229257232100877,0,1,0,0,0,1,0,0,1,1,0,0,10,31
1.0,0.0,-0.38532046640756773,-1.2334562683865347,0.7594718745327764,0.24795830579930575,0.9446307194304193,-0.35516654942069004,0.5729675484954635,0.3853204664075674,0,1,0,0,0,0,1,0,1,0,1,1,6,29
0.0,0.0,-0.2533471031357997,0.2710462305570486,-1.0360054481846683,0.28244334418771533,0.7154921811680957,-0.9131075425444645,5.19933758270342,1.2815515655446004,0,1,0,0,0,1,0,0,1,0,0,0,12,8
1.0,0.0,0.16789400478810546,-0.7415940438615165,0.5045975591273089,-0.4734426104521767,-0.340197049714687,0.4967052736151922,5.19933758270342,0.6229257232100877,1,0,0,0,0,0,1,0,0,0,0,1,4,4
1.0,1.0,-1.1107716166367858,-0.06644961858009107,0.5246396053093524,0.13156409448023068,0.5851123640841993,-0.5395417334862629,0.5729675484954635,-5.199337582605575,0,0,0,0,0,0,1,0,0,1,0,0,5,18
1.0,0.0,0.6229257232100877,1.2078058488054313,1.1527517842775121,-0.7427003365629624,-0.7126967834114117,0.5661169438720014,-0.47704042848944356,0.16789400478810546,1,0,0,0,0,1,0,0,1,1,0,0,12,6
1.0,0.0,0.7835003753897741,1.116530500642541,-1.707224181133824,-0.08365173390712909,-1.4735399481541753,0.8827225473588494,-5.199337582605575,1.2815515655446004,0,0,0,1,0,1,0,1,0,0,1,0,3,4
1.0,0.0,0.5729675484954632,-0.7835003753897741,-1.3448717125466807,-0.6435840153326912,-0.664823418441972,0.6694114312910194,0.041789297816453665,0.3853204664075674,0,1,0,0,0,0,1,1,0,0,1,1,9,22
1.0,0.0,-0.2104283942479247,0.03857307514780311,-1.088787727061455,-0.3853204664075676,0.17144439981814424,0.2621586838776418,5.19933758270342,0.3853204664075674,0,1,0,1,0,1,0,0,0,1,0,1,9,22
1.0,1.0,0.041789297816453665,-1.2160293874493728,0.7832099441639672,1.5075442458294646,1.348778081695357,-0.6670160135425017,0.041789297816453665,-0.08365173390712909,1,0,0,0,0,1,0,0,0,0,0,0,8,9
1.0,1.0,-1.3829941271006383,0.28507917676101957,1.1120953163225535,-0.7628991880509448,1.1210404561304657,-0.8368470060251624,-5.199337582605575,-0.08365173390712909,1,0,0,0,0,1,0,0,1,0,0,0,6,16
0.0,1.0,-0.8416212335729142,0.9422961168171017,1.6235370788934602,0.9256489951193698,1.5796527069342592,-0.9851561197373778,5.19933758270342,1.8339146358159146,0,0,0,0,0,0,0,1,0,0,0,0,7,6
