age_of_customer,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,synchronisation,user_of_latest_model,hot_enc__Male,hot_enc__Other,hot_enc__Germany,hot_enc__India,hot_enc__UK,hot_enc__USA,hot_enc__UnknownLand,hot_enc__Berlin,hot_enc__Birmingham,hot_enc__Brisbane,hot_enc__Chicago,hot_enc__Delhi,hot_enc__Hamburg,hot_enc__London,hot_enc__Los Angeles,hot_enc__Manchester,hot_enc__Melbourne,hot_enc__Mumbai,hot_enc__Munich,hot_enc__New York,hot_enc__Sydney,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White
46.0,1.19,10.31,2.66,14.16,59.24,47.53,7068.35,2.0,0.0,2024-09-12,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
32.0,2.93,3.29,2.49,8.71,58.12,43.28,4357.37,4.0,8.0,2024-09-23,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
46.0,2.51,6.52,1.86,10.89,47.15,48.31,5293.83,4.0,0.0,2024-12-13,1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
56.0,2.98,9.98,0.48,13.44,45.0,56.42,6946.61,4.0,2.0,2024-08-27,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33.0,1.61,6.62,4.02,12.25,64.4,37.21,6211.21,1.0,0.0,2024-09-05,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
28.0,1.36,4.93,0.78,7.07,55.63,45.61,3662.03,0.0,8.0,2023-10-31,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20.0,2.14,9.74,0.0,11.87,54.86,42.4,5636.88,2.0,1.0,2024-11-17,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
59.0,2.44,2.33,7.76,12.53,28.6,49.21,6485.09,4.0,8.0,2024-05-23,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
55.0,4.44,6.94,2.05,13.42,56.31,53.66,6901.35,2.0,7.0,2023-10-28,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
62.0,0.0,0.0,5.17,5.17,22.62,58.9,2360.93,1.0,1.0,2024-08-02,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
59.0,0.3,4.44,3.09,7.83,30.78,54.73,3840.78,2.0,3.0,2024-04-14,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
35.0,0.47,7.04,1.18,8.69,56.13,44.02,4440.5,3.0,0.0,2024-10-19,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37.0,1.3,1.15,2.24,4.69,60.4,44.6,2435.67,1.0,0.0,2023-12-17,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
42.0,0.0,3.89,2.34,6.24,56.28,45.64,3334.11,0.0,3.0,2023-11-26,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
55.0,3.1,2.48,2.01,7.6,42.38,52.18,3582.04,0.0,1.0,2024-03-10,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
31.0,0.0,1.24,3.84,5.08,52.54,38.99,2471.81,3.0,8.0,2024-05-10,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
50.0,0.59,0.84,0.64,2.08,35.94,51.33,747.94,0.0,1.0,2024-01-08,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,1.05,2.71,5.51,9.26,47.96,44.15,4871.44,0.0,3.0,2024-01-21,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
54.0,3.88,4.64,1.71,10.22,40.37,52.11,5127.13,0.0,0.0,2023-12-17,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
25.0,3.93,5.85,2.76,12.55,59.2,37.29,6485.07,0.0,6.0,2024-11-16,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1
-1.0,5.2,0.0,1.63,6.83,30.08,60.34,3151.63,2.0,5.0,2024-07-13,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
51.0,1.86,0.43,3.34,5.63,47.82,49.35,2650.8,1.0,9.0,2025-01-01,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
61.0,0.62,10.05,4.96,15.62,28.89,58.83,7664.95,1.0,1.0,2024-04-15,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62.0,0.62,10.05,4.96,15.62,28.89,58.83,7664.95,1.0,1.0,2024-04-15,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,5.91,4.65,3.9,14.46,68.5,42.14,7159.85,3.0,2.0,2024-07-08,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,2.67,9.62,0.05,12.35,65.21,41.84,6356.47,2.0,1.0,2024-06-23,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48.0,4.73,0.96,3.02,8.72,45.72,44.83,4290.19,0.0,5.0,2024-02-27,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.0,2.82,8.46,0.88,12.16,60.53,43.74,5817.94,4.0,3.0,2024-01-03,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
59.0,3.66,3.98,0.45,8.09,25.4,56.79,3791.78,4.0,1.0,2024-02-19,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49.0,2.74,5.1,4.49,12.34,49.46,43.02,6323.85,3.0,0.0,2024-12-06,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
50.0,0.0,2.68,4.26,6.94,43.59,47.58,3434.82,0.0,7.0,2024-06-13,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
47.0,4.0,8.91,5.03,17.93,57.45,39.72,9076.67,2.0,5.0,2024-03-10,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29.0,2.02,1.44,1.56,5.01,52.11,41.62,2285.75,1.0,0.0,2024-10-27,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,1.97,4.56,2.11,8.64,51.37,44.92,4105.27,0.0,0.0,2024-12-29,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
43.0,1.47,5.28,1.98,8.73,53.88,47.53,4498.87,0.0,8.0,2024-11-25,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
47.0,0.9,7.32,3.66,11.87,54.56,42.49,5862.07,4.0,2.0,2023-12-08,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
26.0,3.66,6.94,5.88,16.48,60.01,35.38,7987.3,3.0,3.0,2024-06-06,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43.0,8.54,3.07,7.63,19.24,59.88,39.5,9327.54,4.0,9.0,2023-11-18,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19.0,1.43,2.69,1.65,5.77,52.28,46.88,2758.08,1.0,1.0,2023-12-22,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63.0,1.75,2.23,3.0,6.99,21.12,63.57,3333.08,0.0,3.0,2024-02-03,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
21.0,2.96,7.88,1.22,12.06,56.19,40.51,5980.06,4.0,0.0,2024-12-24,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30.0,2.69,7.07,0.25,10.01,57.71,45.58,4769.8,1.0,2.0,2024-10-15,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
56.0,2.19,2.72,1.18,6.1,36.46,56.34,3285.41,4.0,4.0,2024-09-20,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
61.0,0.0,2.6,2.21,4.81,247.2578,61.04,2456.22,3.0,5.0,2024-05-01,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
52.0,2.72,8.75,4.22,15.69,48.33,45.44,8107.15,3.0,4.0,2024-12-17,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
40.0,2.88,7.84,0.92,11.64,65.16,44.55,5729.91,3.0,9.0,2024-11-25,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
26.0,3.62,5.62,2.25,11.48,60.56,41.32,5848.18,4.0,2.0,2024-07-22,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
19.0,4.22,2.34,9.05,15.61,64.13,36.15,7629.84,4.0,0.0,2024-04-15,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
58.0,3.34,4.13,5.05,12.52,39.37,50.28,6333.49,4.0,3.0,2023-11-26,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
61.0,0.0,3.85,6.14,9.99,28.55,56.37,4772.67,0.0,1.0,2024-11-18,1.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48.0,1.65,14.04,0.0,15.69,52.49,48.91,7546.33,1.0,3.0,2024-04-30,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
61.0,1.75,3.0,1.95,6.7,24.69,59.18,3606.49,3.0,4.0,2023-10-18,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19.0,2.75,9.86,2.84,15.45,57.0,40.15,7979.65,3.0,1.0,2024-07-11,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
35.0,2.72,5.58,0.32,8.62,66.68,44.09,4208.59,4.0,8.0,2024-05-30,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
30.0,2.95,7.09,2.26,12.3,59.03,42.35,6089.24,3.0,5.0,2024-04-16,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
63.0,2.12,8.17,1.69,11.98,18.42,61.47,6114.45,4.0,5.0,2024-09-19,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
22.0,4.8,1.69,6.35,12.84,56.2,39.83,6460.34,3.0,2.0,2024-10-28,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
59.0,2.17,4.74,1.81,8.72,30.33,59.72,4616.64,2.0,2.0,2024-09-19,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
27.0,2.21,0.0,0.8,3.01,58.85,41.35,1630.46,2.0,5.0,2024-08-05,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.0,0.78,6.2,2.28,9.26,28.95,57.41,4529.74,0.0,0.0,2024-04-23,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
42.0,5.91,15.34,1.76,23.01,59.52,44.26,11312.05,1.0,2.0,2024-12-05,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
51.0,2.11,3.46,4.1,9.67,40.77,46.65,4839.31,3.0,3.0,2024-09-01,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
54.0,2.67,7.54,1.95,12.16,45.66,51.12,6082.53,1.0,4.0,2024-04-18,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
47.0,3.86,5.17,3.74,12.76,50.93,42.63,6162.94,1.0,9.0,2023-12-05,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
23.0,1.46,1.4,5.19,8.05,56.52,37.84,3970.03,2.0,2.0,2024-02-07,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20.0,0.0,9.75,6.29,16.04,57.52,36.49,7964.82,4.0,0.0,2024-06-08,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
30.0,2.65,4.06,0.05,6.76,56.81,43.08,3270.83,0.0,9.0,2023-10-23,1.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
20.0,1.31,6.45,3.48,11.24,53.96,40.88,5407.75,4.0,2.0,2024-08-23,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
23.0,1.54,0.99,4.63,7.16,58.31,41.8,3848.21,2.0,4.0,2024-08-18,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
59.0,1.83,9.32,7.57,18.71,35.59,52.3,9653.27,2.0,0.0,2024-09-06,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
29.0,0.87,1.27,5.56,7.7,56.42,35.52,3955.84,2.0,0.0,2023-11-12,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
53.0,2.74,7.56,3.61,13.9,41.23,50.99,6689.35,0.0,3.0,2024-08-31,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
51.0,1.49,1.84,0.17,3.51,43.6,54.86,1960.47,3.0,0.0,2024-03-13,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35.0,2.04,0.31,1.43,3.78,52.97,45.56,1858.59,2.0,5.0,2024-05-07,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
38.0,4.72,5.96,0.0,10.68,54.91,47.08,5070.79,0.0,4.0,2023-12-09,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
53.0,0.0,9.11,1.46,10.57,41.47,52.67,5096.47,0.0,8.0,2023-12-21,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
63.0,0.2,6.57,2.05,8.82,16.89,64.49,4222.73,0.0,2.0,2023-10-30,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61.0,1.13,6.22,3.23,10.58,20.83,57.26,5237.48,3.0,4.0,2024-03-14,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
39.0,3.27,10.61,6.96,20.84,65.21,33.5,10191.65,2.0,7.0,2024-06-19,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
47.0,2.42,8.6,3.85,14.88,51.75,45.51,7237.65,0.0,9.0,2023-12-09,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60.0,3.19,1.34,2.75,7.27,27.54,57.87,3603.26,0.0,8.0,2023-11-29,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
47.0,2.66,5.28,1.81,9.75,51.91,44.83,4779.4,1.0,0.0,2024-02-08,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
25.0,1.9,3.93,5.16,10.99,64.21,37.03,5475.07,1.0,1.0,2024-07-12,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
51.0,3.45,9.24,8.93,21.61,47.94,39.72,10763.7,1.0,7.0,2023-12-19,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.0,0.87,5.06,4.57,10.5,57.42,39.84,5513.12,3.0,5.0,2024-05-30,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,3.03,11.63,4.15,18.81,60.52,38.25,9168.91,3.0,2.0,2024-04-17,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
57.0,1.12,4.92,3.04,9.08,31.08,57.54,4300.65,3.0,6.0,2024-09-18,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
42.0,0.0,11.17,4.32,15.49,63.02,42.88,7955.31,2.0,8.0,2024-10-25,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
36.0,0.0,2.62,5.76,8.38,56.42,38.36,4192.92,2.0,2.0,2024-10-01,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22.0,1.03,8.63,0.0,9.66,63.51,46.78,4989.02,1.0,0.0,2024-07-13,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
28.0,3.7,6.36,4.6,14.65,65.66,36.98,7152.76,0.0,5.0,2024-05-12,1.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
25.0,2.33,5.53,3.74,11.6,64.89,37.84,6054.99,4.0,2.0,2024-10-25,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36.0,1.11,9.76,1.12,11.99,62.12,43.18,6077.35,0.0,1.0,2024-10-17,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.0,3.39,8.85,2.85,15.08,56.94,41.14,7302.57,1.0,6.0,2023-12-29,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44.0,0.72,6.84,1.02,8.58,58.91,47.14,4527.67,0.0,1.0,2024-05-10,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,3.27,14.69,1.83,19.79,68.16,38.08,9677.5,4.0,6.0,2024-08-21,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
59.0,0.0,6.76,0.0,6.76,29.13,61.26,3214.67,2.0,4.0,2024-05-06,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46.0,2.2,7.16,2.52,11.88,50.37,45.53,5987.51,1.0,2.0,2024-03-02,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58.0,6.4,1.2,3.75,11.35,35.68,53.48,5772.51,3.0,9.0,2024-09-28,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50.0,3.82,5.13,3.33,12.27,44.73,48.06,6201.3,3.0,5.0,2024-04-17,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
36.0,0.77,0.0,3.92,4.69,49.83,42.84,2112.05,1.0,0.0,2024-01-30,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36.0,0.64,4.56,2.16,7.36,51.22,44.12,3933.63,2.0,1.0,2024-05-25,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50.0,1.2,4.55,1.96,7.71,44.39,49.84,3650.51,3.0,0.0,2024-02-08,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
64.0,1.78,1.44,4.86,8.08,14.46,59.8,4100.31,1.0,4.0,2024-12-21,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
33.0,4.0,2.08,0.74,6.82,62.16,44.16,3317.42,1.0,6.0,2024-04-13,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
43.0,4.29,7.67,2.97,14.94,55.83,40.96,7380.94,3.0,4.0,2024-04-16,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
49.0,4.73,11.77,2.89,19.39,57.62,43.35,9412.39,0.0,3.0,2024-07-15,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
29.0,2.31,8.58,2.12,13.01,70.15,41.72,6796.01,4.0,1.0,2024-09-05,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
22.0,2.03,2.92,2.68,7.63,57.29,39.46,3812.99,0.0,2.0,2023-11-11,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
59.0,1.35,1.52,0.71,3.58,34.62,62.64,1721.02,1.0,9.0,2024-05-01,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
22.0,1.37,4.34,3.33,9.04,57.48,40.13,4450.19,4.0,4.0,2024-01-16,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
43.0,2.58,4.13,2.18,8.89,56.17,43.49,4358.78,0.0,0.0,2023-12-12,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
39.0,0.2,5.0,4.53,9.73,50.81,39.88,4730.74,3.0,3.0,2024-12-05,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
30.0,0.0,5.15,2.17,7.33,50.94,41.65,3698.64,2.0,0.0,2023-11-26,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
45.0,4.12,10.07,5.77,19.95,57.83,41.38,10182.08,2.0,4.0,2024-09-14,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
50.0,1.15,3.76,4.58,9.5,49.62,47.57,4539.7,2.0,2.0,2024-01-27,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
60.0,1.07,8.6,3.75,13.42,28.23,55.33,6430.13,2.0,4.0,2024-09-03,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
60.0,6.92,10.78,5.15,22.85,33.38,50.69,11622.28,3.0,3.0,2023-10-21,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,1.74,10.82,0.64,13.2,247.2578,39.69,6658.03,1.0,2.0,2023-11-05,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47.0,1.89,4.56,3.74,10.18,50.78,45.34,5348.03,0.0,0.0,2024-11-16,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43.0,2.78,0.3,3.49,6.57,50.86,44.41,3254.04,1.0,9.0,2024-03-29,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
