age_of_customer,sex,ctry,town,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,goal_of_training,preferred_training_daytime,subscription_type,color_of_watch,synchronisation,user_of_latest_model
42.0,Other,Germany,Berlin,5.91,14.93421747955973,1.76,23.01,59.52,44.26,11312.05,1.0,2.0,27.0,Competition,Evening,Free,Black,Yes,1.0
51.0,Female,UK,London,2.11,3.46,4.1,9.67,40.77,46.65,4839.31,3.0,3.0,122.0,Recreation,Evening,Premium,Black,Yes,0.0
54.0,Female,Germany,Munich,2.67,7.54,1.95,12.16,45.66,51.12,6082.53,1.0,4.0,258.0,Recreation,Evening,Basic,White,Yes,0.0
47.0,Male,USA,New York,3.86,5.17,3.74,12.76,50.93,42.63,6162.94,1.0,9.0,393.0,Fitness,Morning,Basic,Black,Yes,0.0
24.0,Other,Germayn,Hamburg,4.53,9.39,1.63,15.55,67.5,42.82,7595.76,0.0,6.0,103.0,Competition,Evening,Premium,Black,Yes,1.0
23.0,Female,USA,Los Angeles,1.46,1.4,5.19,8.05,56.52,37.84,3970.03,2.0,2.0,329.0,Fitness,Afternoon,Basic,Black,Yes,1.0
20.0,Other,USA,New York,0.0,9.75,6.29,16.04,57.52,36.49,7964.82,4.0,0.0,207.0,Competition,Morning,Premium,Black,Yes,1.0
30.0,Other,Germany,Berlin,2.65,4.06,0.05,6.76,56.81,43.08,3270.83,0.0,9.0,436.0,Recreation,Evening,Basic,White,Yes,0.0
20.0,Male,UK,Birmingham,1.31,6.45,3.48,11.24,53.96,40.88,5407.75,4.0,2.0,131.0,Fitness,Morning,Free,Black,Yes,1.0
43.0,Female,Australia,Melbourne,2.18,0.32,4.52,7.02,49.77,41.93,3211.73,1.0,9.0,161.0,Fitness,Morning,Free,Black,Yes,0.0
41.0,Male,Australia,Melbourne,1.37,2.06,1.33,4.76,52.72,45.16,2661.36,4.0,5.0,281.0,Recreation,Evening,Basic,Black,Yes,0.0
23.0,Female,USA,Chicago,1.54,0.99,4.63,7.16,58.31,41.8,3848.21,2.0,4.0,136.0,Recreation,Afternoon,Premium,Black,Yes,1.0
60.0,Female,USA,Los Angeles,2.15,3.04,4.44,9.63,20.86,58.55,4806.13,0.0,7.0,335.0,Recreation,Evening,Free,Black,Yes,0.0
59.0,Female,UK,Manchester,1.83,9.32,7.57,18.71,35.59,52.3,9653.27,2.0,0.0,117.0,Fitness,Evening,Premium,Black,Yes,0.0
29.0,Female,India,Bangalore,0.87,1.27,5.56,7.7,56.42,35.52,3955.84,2.0,0.0,416.0,Competition,Evening,Basic,White,Yes,1.0
53.0,Female,Germany,Hamburg,2.74,7.56,3.61,13.9,41.23,50.99,6689.35,0.0,3.0,123.0,Fitness,Evening,Premium,Black,Yes,0.0
19.0,Other,USA,New York,3.1,7.28,5.48,15.87,60.69,36.49,7703.53,2.0,1.0,27.0,Competition,Evening,Free,Black,Yes,1.0
28.0,Male,Australia,Melbourne,2.78,7.5,4.14,14.42,61.42,35.8,5487.534848800834,3.0,6.0,211.0,Fitness,Morning,Premium,Black,Yes,1.0
56.0,Other,UK,Birmingham,0.27,10.49,6.12,16.88,45.52,51.71,8517.43,3.0,1.0,90.0,Fitness,Morning,Premium,Black,Yes,0.0
51.0,Female,Germany,Berlin,1.49,1.84,0.17,3.51,43.6,54.86,1960.47,3.0,0.0,294.0,Recreation,Evening,Basic,White,Yes,0.0
43.0,Male,UK,Manchester,0.39,11.48,2.71,14.58,61.84,43.07,7527.15,4.0,7.0,116.0,Fitness,Morning,Basic,White,Yes,1.0
35.0,Female,Germayn,Berlin,2.04,0.31,1.43,3.78,52.97,45.56,1858.59,2.0,5.0,239.0,Fitness,Morning,Basic,White,Yes,0.0
38.0,Male,Germayn,Hamburg,4.72,5.96,0.0,10.68,54.91,47.08,5070.79,0.0,4.0,389.0,Fitness,Morning,Free,Black,Yes,0.0
53.0,Other,USA,Los Angeles,0.0,9.11,1.46,10.57,41.47,52.67,5096.47,0.0,8.0,377.0,Recreation,Morning,Free,Black,Yes,1.0
57.0,Male,UK,London,0.65,6.1,2.41,9.15,32.16,56.01,4317.17,4.0,1.0,425.0,Fitness,Morning,Basic,Black,No,0.0
63.0,Male,UK,Birmingham,0.2,6.57,2.05,8.82,16.89,64.49,4222.73,0.0,2.0,429.0,Competition,Morning,Basic,Black,Yes,1.0
61.0,Male,Australia,Brisbane,1.13,6.22,3.23,10.58,20.83,57.26,5237.48,3.0,4.0,293.0,Fitness,Evening,Free,White,Yes,0.0
39.0,Male,Australia,Brisbane,3.27,10.61,6.96,20.84,65.21,33.5,10191.65,2.0,7.0,196.0,Competition,Evening,Free,White,Yes,1.0
47.0,Male,USA,Chicago,2.42,8.6,3.85,14.88,51.75,45.51,7237.65,0.0,9.0,389.0,Fitness,Afternoon,Free,Black,Yes,1.0
60.0,Female,USA,Chicago,3.19,1.34,2.75,7.27,27.54,57.87,3603.26,0.0,8.0,399.0,Competition,Evening,Free,White,Yes,1.0
47.0,Male,India,Bangalore,2.66,5.28,1.81,9.75,51.91,44.83,4779.4,1.0,0.0,328.0,Recreation,Evening,Basic,White,Yes,0.0
25.0,Male,Australia,Brisbane,1.9,3.93,5.16,10.99,64.21,37.03,5475.07,1.0,1.0,173.0,Fitness,Morning,Free,Black,Yes,0.0
51.0,Other,Germany,Berlin,3.45,9.24,8.93,21.61,47.94,39.72,10763.7,1.0,7.0,379.0,Competition,Morning,Basic,Black,Yes,1.0
64.0,Male,UK,Manchester,1.84,5.529109014675052,3.3,7.24,16.98,61.42833854588263,3707.69,2.0,3.0,250.0,Recreation,Evening,Premium,Black,Yes,0.0
26.0,Other,USA,Los Angeles,0.87,5.06,4.57,10.5,57.42,39.84,5513.12,3.0,5.0,216.0,Recreation,Afternoon,Premium,Black,Yes,1.0
37.0,Female,UK,London,3.03,11.63,4.15,18.81,60.52,38.25,9168.91,3.0,2.0,259.0,Competition,Morning,Free,Black,Yes,1.0
57.0,Male,UK,Birmingham,1.12,4.92,3.04,9.08,31.08,57.54,4300.65,3.0,6.0,105.0,Fitness,Evening,Premium,Black,Yes,0.0
42.0,Other,India,Delhi,0.0,11.17,4.32,15.49,63.02,42.88,7955.31,2.0,8.0,68.0,Fitness,Evening,Premium,White,Yes,0.0
36.0,Other,Australia,Brisbane,0.0,2.62,5.76,8.38,56.42,38.36,4192.92,2.0,2.0,92.0,Recreation,Afternoon,Premium,Black,Yes,1.0
22.0,Female,USA,Los Angeles,1.03,8.63,0.0,9.66,63.51,46.78,4989.02,1.0,0.0,172.0,Fitness,Afternoon,Free,White,Yes,1.0
28.0,Male,UK,Birmingham,3.7,6.36,4.6,14.65,65.66,36.98,7152.76,0.0,5.0,234.0,Fitness,Morning,Free,White,Yes,1.0
32.0,Male,USA,New York,3.17,7.17,3.1,13.44,61.28,37.68,6919.41,4.0,7.0,148.0,Fitness,Afternoon,Premium,Black,Yes,1.0
33.0,Male,USA,New York,3.17,7.17,3.1,13.44,61.28,37.68,6919.41,4.0,7.0,148.0,Fitness,Afternoon,Premium,Black,Yes,1.0
25.0,Other,Germany,Hamburg,2.33,5.53,3.74,11.6,64.89,37.84,6054.99,4.0,2.0,68.0,Recreation,Evening,Basic,Black,Yes,1.0
36.0,Male,India,Delhi,1.11,9.76,1.12,11.99,62.12,43.18,6077.35,0.0,1.0,76.0,Competition,Evening,Premium,Black,Yes,1.0
40.0,Other,Germany,Hamburg,3.39,8.85,2.85,15.08,56.94,41.14,7302.57,1.0,6.0,369.0,Fitness,Afternoon,Free,Black,Yes,0.0
44.0,Male,USA,Los Angeles,0.72,6.84,1.02,8.58,58.91,47.14,4527.67,0.0,1.0,236.0,Recreation,Afternoon,Free,Black,Yes,1.0
57.0,Other,USA,Chicago,0.6,5.529109014675052,0.39,1.67,28.14,59.98,1012.13,0.0,1.0,113.0,Recreation,Afternoon,Free,White,Yes,1.0
49.0,Male,Australia,Melbourne,0.38,11.74,1.15,13.27,49.46,45.54,6786.63,4.0,1.0,220.0040941658137,Competition,Afternoon,Premium,Black,Yes,0.0
44.0,Male,UK,Manchester,5.74,3.93,1.85,11.52,58.57,44.96,5940.15,2.0,0.0,198.0,Fitness,Afternoon,Free,Black,Yes,0.0
36.0,Male,Germany,Hamburg,3.27,14.69,1.83,19.79,68.16,38.08,9677.5,4.0,6.0,133.0,Competition,Morning,Free,White,Yes,1.0
59.0,Female,India,Delhi,0.0,6.76,0.0,6.76,29.13,61.26,3214.67,2.0,4.0,240.0,Competition,Evening,Premium,Black,No,0.0
46.0,Male,UK,Birmingham,2.2,7.16,2.52,11.88,50.37,45.53,5987.51,1.0,2.0,305.0,Recreation,Afternoon,Basic,Black,Yes,0.0
56.0,Female,Australia,Sydney,1.98,3.86,3.28,9.11,37.74,53.93,4415.52,0.0,0.0,432.0,Recreation,Morning,Premium,Black,Yes,0.0
58.0,Male,Germany,Berlin,6.4,1.2,3.75,11.35,35.68,53.48,5772.51,3.0,9.0,95.0,Competition,Afternoon,Free,Black,Yes,1.0
50.0,Other,Germany,Munich,3.82,5.13,3.33,12.27,44.73,48.06,6201.3,3.0,5.0,259.0,Fitness,Evening,Basic,Black,Yes,0.0
36.0,Other,Australia,Brisbane,0.77,0.0,3.92,4.69,49.83,42.84,2112.05,1.0,0.0,337.0,Recreation,Evening,Basic,Black,Yes,1.0
54.0,Male,India,Delhi,0.08,5.529109014675052,1.26,6.63,38.67,56.93,3409.58,3.0,8.0,221.0,Recreation,Evening,Free,Black,Yes,0.0
36.0,Male,Australia,Brisbane,0.64,4.56,2.16,7.36,51.22,44.12,3933.63,2.0,1.0,221.0,Fitness,Afternoon,Basic,Black,Yes,0.0
50.0,Male,India,Bangalore,1.2,4.55,1.96,7.71,44.39,49.84,3650.51,3.0,0.0,328.0,Recreation,Afternoon,Basic,White,Yes,0.0
64.0,Other,Australia,Sydney,1.78,1.44,4.86,8.08,22.407510495141338,59.8,4100.31,1.0,4.0,11.0,Fitness,Morning,Premium,White,Yes,0.0
33.0,Male,Australia,Brisbane,4.0,2.08,0.74,6.82,62.16,44.16,3317.42,1.0,6.0,263.0,Fitness,Evening,Free,Black,Yes,1.0
40.0,Other,USA,Chicago,4.96,6.05,4.72,15.74,51.172953593429156,41.75,7845.36,2.0,5.0,398.0,Fitness,Afternoon,Free,White,Yes,0.0
24.0,Female,Germany,Munich,5.91,2.23,4.61,12.74,65.13,36.84,6242.44,3.0,1.0,97.0,Fitness,Evening,Free,Black,Yes,1.0
43.0,Other,Australia,Melbourne,4.29,7.67,2.97,14.94,55.83,40.96,7380.94,3.0,4.0,260.0,Competition,Evening,Free,Black,Yes,1.0
49.0,Other,Australia,Brisbane,4.73,11.77,2.89,19.39,57.62,43.35,9412.39,0.0,3.0,170.0,Competition,Morning,Free,White,Yes,0.0
29.0,Female,UK,London,2.31,8.58,2.12,13.01,70.15,41.72,6796.01,4.0,1.0,118.0,Fitness,Morning,Basic,White,Yes,1.0
25.0,Other,Germany,Munich,3.26,12.79,3.93,19.99,62.85,37.01,10068.27,1.0,4.0,265.0,Fitness,Morning,Premium,White,Yes,1.0
22.0,Male,UK,Manchester,2.03,2.92,2.68,7.63,57.29,39.46,3812.99,0.0,2.0,417.0,Competition,Morning,Free,Black,Yes,0.0
59.0,Male,Germany,Berlin,1.35,1.52,0.71,3.58,34.62,62.64,1721.02,1.0,9.0,245.0,Recreation,Evening,Premium,Black,Yes,0.0
22.0,Male,Australia,Brisbane,1.37,4.34,3.33,9.04,57.48,40.13,4450.19,4.0,4.0,351.0,Recreation,Morning,Basic,Black,Yes,0.0
43.0,Other,Australia,Brisbane,2.58,4.13,2.18,8.89,56.17,43.49,4358.78,0.0,0.0,386.0,Recreation,Morning,Free,Black,Yes,0.0
22.0,Male,USA,Chicago,0.0,6.95,2.06,9.01,57.38,41.16,4485.15,1.0,3.0,14.0,Fitness,Morning,Basic,White,Yes,1.0
39.0,Male,UK,Manchester,0.2,5.0,4.53,9.73,50.81,39.88,4730.74,3.0,3.0,27.0,Fitness,Evening,Free,White,Yes,0.0
32.0,Other,India,Delhi,2.56,5.529109014675052,2.89,6.17,61.54,39.97,2895.12,1.0,6.0,216.0,Recreation,Morning,Basic,White,Yes,1.0
30.0,Male,USA,Los Angeles,0.0,5.15,2.17,7.33,50.94,41.65,3698.64,2.0,0.0,402.0,Recreation,Evening,Premium,Black,Yes,1.0
45.0,Other,UK,Manchester,4.12,10.07,5.77,19.95,57.83,41.38,10182.08,2.0,4.0,109.0,Competition,Afternoon,Free,White,Yes,0.0
50.0,Male,UK,Birmingham,1.15,3.76,4.58,9.5,49.62,47.57,4539.7,2.0,2.0,340.0,Competition,Evening,Premium,Black,No,0.0
60.0,Male,USA,New York,1.07,8.6,3.75,13.42,28.23,55.33,6430.13,2.0,4.0,120.0,Fitness,Evening,Premium,Black,Yes,0.0
40.0,Female,Australia,Brisbane,1.27,3.99,2.27,7.53,52.24,43.39,3615.0,4.0,3.0,121.0,Competition,Morning,Basic,Black,Yes,0.0
50.0,Female,UK,Berlin,2.64,2.66,0.49,5.79,45.67,53.39,3185.19,3.0,1.0,143.0,Competition,Afternoon,Free,Black,Yes,0.0
60.0,Other,Australia,Brisbane,5.7362496222813615,10.78,5.15,22.85,33.38,50.69,11622.28,3.0,3.0,438.0,Competition,Afternoon,Premium,Black,No,0.0
35.0,Female,USA,New York,1.74,10.82,0.64,13.2,63.915490536898005,39.69,6658.03,1.0,2.0,423.0,Competition,Afternoon,Basic,Black,Yes,1.0
47.0,Other,Australia,Brisbane,1.89,4.56,3.74,10.18,50.78,45.34,5348.03,0.0,0.0,46.0,Recreation,Afternoon,Free,Black,Yes,0.0
43.0,Female,Germany,Berlin,2.78,0.3,3.49,6.57,50.86,44.41,3254.04,1.0,9.0,278.0,Fitness,Evening,Free,Black,Yes,1.0
33.0,Male,India,Delhi,3.7,3.95,5.77,13.42,57.93,34.99,7000.41,1.0,7.0,324.0,Competition,Afternoon,Premium,Black,Yes,1.0
30.0,Other,UK,Birmingham,3.1,3.62,0.0,6.72,60.26,45.13,3236.76,1.0,4.0,384.0,Recreation,Evening,Free,Black,Yes,0.0
56.0,Other,India,Bangalore,1.41,3.15,0.0,4.56,33.0,58.49,2124.44,1.0,3.0,46.0,Recreation,Evening,Premium,Black,Yes,0.0
50.0,Male,Australia,Brisbane,0.29,7.9,2.38,10.58,44.62,51.04,5371.08,3.0,9.0,159.0,Recreation,Evening,Free,White,Yes,0.0
43.0,Other,UK,Birmingham,1.64,3.354426927810033,8.55,13.358038976249802,65.0,32.6,6448.508941310422,0.0,4.0,343.0,Competition,Afternoon,Basic,White,No,1.0
18.0,Other,Australia,Melbourne,4.48,14.06,1.33,19.88,64.06,44.08,10014.32,1.0,0.0,413.0,Competition,Morning,Premium,Black,Yes,1.0
55.0,Female,Germany,Berlin,0.74,2.15,2.41,5.29,38.12,51.54,2529.95,3.0,3.0,24.0,Fitness,Morning,Premium,White,Yes,0.0
19.0,Other,USA,New York,3.95,10.0,8.84,22.79,64.28,34.41,11466.34,1.0,1.0,57.0,Competition,Afternoon,Free,Black,Yes,1.0
23.0,Male,UK,Birmingham,2.32,4.18,0.0,6.51,58.35,44.99,3118.33,2.0,1.0,165.0,Competition,Morning,Free,Black,Yes,1.0
63.0,Female,Germany,Munich,0.0,2.47,2.61,5.08,18.47,62.49,2270.99,1.0,4.0,342.0,Recreation,Morning,Premium,White,Yes,0.0
55.0,Female,Germayn,Berlin,1.75,1.52,3.36,6.63,37.95,54.88,3560.5,1.0,0.0,148.0,Fitness,Evening,Free,Black,Yes,1.0
59.0,Male,UK,London,6.513714607914774,5.26,4.9,18.09,35.33,50.33,9272.83,4.0,2.0,338.0,Competition,Evening,Basic,White,Yes,0.0
41.0,Male,Australia,Sydney,5.66,10.56,2.93,19.15,59.25,40.78,9857.14,2.0,9.0,32.0,Competition,Morning,Free,Black,Yes,0.0
35.0,Female,Germany,Berlin,4.68,1.52,1.9,8.11,56.29,40.28,4183.28,0.0,9.0,3.0,Recreation,Afternoon,Basic,White,Yes,0.0
44.0,Other,India,Mumbai,2.32,3.48,2.1,7.9,52.79,46.7,4058.47,1.0,7.0,329.0,Recreation,Morning,Basic,Black,No,0.0
58.0,Female,Germany,Berlin,5.33,11.64,6.41,23.38,47.95,46.85,11727.3,0.0,6.0,280.0,Competition,Evening,Basic,Black,Yes,0.0
25.0,Male,Australia,Melbourne,4.66,2.34,4.57,11.57,58.78,40.61,5560.44,2.0,6.0,52.0,Fitness,Afternoon,Basic,Black,Yes,0.0
45.0,Female,Australia,Brisbane,1.79,8.82,6.4,17.02,60.18,41.72,8321.63,1.0,0.0,373.0,Fitness,Afternoon,Basic,Black,Yes,0.0
27.0,Male,India,Berlin,1.94,2.53,3.22,7.69,57.08,42.42,3719.39,4.0,7.0,45.0,Recreation,Afternoon,Free,Black,Yes,0.0
34.0,Female,Germany,Berlin,3.52,0.0,0.48,4.0,55.71,41.95,2234.34,3.0,4.0,143.0,Recreation,Afternoon,Basic,White,Yes,0.0
46.0,Other,Australia,Melbourne,3.45,11.34,4.05,18.85,63.01,43.08,9226.31,4.0,9.0,447.0,Competition,Afternoon,Free,Black,Yes,0.0
23.0,Female,UK,Birmingham,1.58,0.81,0.66,3.05,56.2,41.8,1778.22,4.0,3.0,307.0,Recreation,Afternoon,Basic,Black,Yes,0.0
31.0,Female,USA,Chicago,3.01,11.24,8.3,22.55,64.99,34.3,11288.04,3.0,0.0,9.0,Competition,Morning,Premium,Black,Yes,1.0
39.0,Male,USA,New York,2.22,1.73,3.34,7.3,53.21,43.16,3777.0,3.0,2.0,374.0,Fitness,Evening,Basic,Black,Yes,0.0
23.0,Male,USA,Chicago,3.7,0.93,4.79,9.41,62.73,39.49,4472.61,3.0,3.0,382.0,Fitness,Evening,Premium,White,Yes,1.0
43.0,Male,Germany,Hamburg,4.03,4.16,5.98,14.17,57.69,40.95,6945.0,1.0,4.0,172.0,Competition,Afternoon,Basic,Black,Yes,1.0
56.0,Female,India,Delhi,0.0,2.5,2.82,5.32,27.59,52.2,2933.87,0.0,2.0,320.0,Recreation,Evening,Basic,Black,Yes,0.0
29.0,Other,Australia,Melbourne,5.06,1.44,0.25,6.75,54.86,43.6,3233.52,0.0,3.0,40.0,Fitness,Evening,Basic,Black,Yes,0.0
29.0,Other,Australia,Melbourne,5.06,1.44,0.25,6.75,54.86,43.6,3233.52,0.0,3.0,40.0,Fitness,Evening,Basic,Black,Yes,0.0
52.0,Male,UK,Manchester,1.87,5.58,2.37,9.81,44.88,49.1,4785.35,3.0,0.0,359.0,Recreation,Evening,Premium,Black,Yes,0.0
53.0,Male,UK,Manchester,1.87,5.58,2.37,9.81,44.88,49.1,4785.35,3.0,0.0,359.0,Recreation,Evening,Premium,Black,Yes,0.0
31.0,Male,UK,London,3.05,3.37,0.28,6.7,61.53,46.23,3167.06,4.0,3.0,392.0,Fitness,Afternoon,Premium,White,Yes,1.0
39.0,Female,Germany,Berlin,2.46,5.2,4.54,12.2,59.03,41.78,5877.36,2.0,9.0,110.0,Competition,Afternoon,Basic,Black,Yes,0.0
40.0,Male,USA,Chicago,-5.9980920663162305,7.09,7.17,4.4387799296318065,74.12,36.98,100.0,3.0,9.0,5.0,Competition,Evening,Free,Black,Yes,1.0
24.0,Other,Germany,Hamburg,1.83,11.88,5.94,19.65,69.19,38.45,9909.91,4.0,3.0,435.0,Competition,Evening,Basic,White,Yes,1.0
57.0,Other,India,Mumbai,0.23,7.95,1.62,9.8,32.29,55.08,4871.59,4.0,0.0,381.0,Fitness,Afternoon,Premium,White,Yes,0.0
42.0,Male,India,Mumbai,3.22,3.91,3.97,11.1,52.8,44.1,5583.98,1.0,1.0,441.0,Fitness,Morning,Basic,Black,Yes,0.0
30.0,Male,Australia,Melbourne,1.47,4.98,0.56,7.01,54.51,41.99,3276.58,1.0,0.0,265.0,Recreation,Evening,Premium,Black,Yes,0.0
38.0,Female,Australia,Sydney,0.17,2.11,0.95,3.23,54.19,46.08,1796.2,0.0,5.0,44.0,Recreation,Morning,Premium,Black,Yes,0.0
58.0,Other,India,Mumbai,3.2,5.8,5.73,14.73,33.0,53.42,7537.6,0.0,2.0,45.0,Fitness,Evening,Premium,Black,Yes,0.0
27.0,Other,India,Bangalore,2.09,5.76,4.82,12.67,68.17,34.93,6048.63,2.0,3.0,327.0,Fitness,Morning,Basic,White,Yes,1.0
26.0,Male,India,Bangalore,0.55,7.88,1.39,9.82,65.04,41.13,4841.36,2.0,4.0,147.0,Fitness,Morning,Premium,Black,Yes,0.0
32.0,Female,Germany,Munich,0.66,4.19,0.98,5.83,59.44,40.05,2657.1,2.0,8.0,283.0,Fitness,Morning,Premium,Black,Yes,0.0
19.0,Other,India,Mumbai,0.8,3.3,4.1,8.2,50.15,44.67,4273.78,2.0,1.0,440.0,Fitness,Afternoon,Basic,Black,Yes,0.0
42.0,Other,UK,Birmingham,3.6,7.62,3.69,14.91,56.15,38.94,7596.65,4.0,3.0,359.0,Recreation,Morning,Premium,Black,Yes,1.0
30.0,Female,USA,New York,5.43,9.18,3.42,18.02,70.92,38.23,9252.53,4.0,4.0,313.0,Fitness,Morning,Basic,Black,No,0.0
51.0,Female,India,Mumbai,1.96,2.07,1.44,5.48,38.57,53.03,2580.35,0.0,4.0,422.0,Fitness,Morning,Premium,Black,Yes,0.0
51.0,Other,USA,Los Angeles,2.18,5.77,6.7,14.65,51.6,42.4,7298.22,1.0,4.0,384.0,Recreation,Evening,Free,Black,Yes,0.0
52.0,Other,Germany,Berlin,1.56,1.84,3.05,6.45,41.54,50.25,3035.57,1.0,9.0,69.0,Fitness,Morning,Free,Black,No,0.0
55.0,Female,USA,Los Angeles,1.34,0.81,3.19,5.34,33.94,53.88,2594.07,3.0,8.0,233.0,Recreation,Evening,Premium,Black,Yes,0.0
-1.0,Other,Germany,Hamburg,1.66,3.49,2.41,7.57,52.23,41.03,3796.06,4.0,1.0,179.0,Recreation,Morning,Free,Black,Yes,0.0
59.0,Male,UK,Birmingham,5.06,5.41,1.47,11.94,30.29,59.63,5703.67,2.0,2.0,390.0,Competition,Morning,Basic,Black,Yes,0.0
23.0,Male,Germany,Hamburg,4.54,0.8,7.46,12.8,61.3,34.76,6529.96,2.0,0.0,67.0,Competition,Afternoon,Free,Black,Yes,1.0
36.0,Female,Germany,Hamburg,4.51,12.29,1.52,18.32,68.98,38.8,9183.92,3.0,7.0,416.0,Competition,Evening,Premium,Black,Yes,1.0
20.0,Female,Australia,Melbourne,3.22,4.3,0.0,7.52,51.52,45.84,3959.53,1.0,0.0,205.0,Competition,Morning,Premium,Black,Yes,1.0
35.0,Female,India,Delhi,1.82,6.87,6.21,14.9,62.06,35.78,7313.09,2.0,8.0,219.0,Fitness,Evening,Basic,Black,Yes,1.0
56.0,Male,India,Bangalore,2.36,0.64,6.32,9.33,34.98,52.85,4906.13,1.0,6.0,50.0,Competition,Evening,Premium,Black,Yes,0.0
26.0,Other,UK,Birmingham,3.05,2.26,2.93,8.24,60.89,43.02,4418.52,3.0,6.0,263.0,Recreation,Afternoon,Basic,White,No,1.0
29.0,Male,UK,Birmingham,0.0,9.49,0.94,10.43,57.25,41.89,5467.98,1.0,11.0,186.0,Fitness,Afternoon,Free,White,Yes,0.0
22.0,Other,India,Delhi,0.0,7.33,1.85,9.18,52.48,41.74,4758.67,1.0,1.0,145.0,Competition,Afternoon,Free,White,Yes,0.0
20.0,Male,Australia,Brisbane,2.1,8.52,4.19,14.8,62.68,38.81,7588.54,1.0,2.0,393.0,Recreation,Afternoon,Basic,Black,Yes,1.0
28.0,Other,India,Delhi,1.42,11.22,3.15,15.79,58.85,37.38,7938.05,2.0,5.0,217.0,Fitness,Morning,Basic,White,Yes,1.0
47.0,Male,Australia,Sydney,3.57,4.05,6.96,14.59,57.79,41.17,7109.12,0.0,2.0,191.0,Fitness,Afternoon,Premium,Black,Yes,1.0
21.0,Female,UK,Birmingham,2.11,2.38,0.0,4.49,52.68,47.55,2352.58,4.0,2.0,335.0,Competition,Afternoon,Free,Black,No,0.0
22.0,Male,USA,Los Angeles,4.07,11.16,4.51,19.74,59.44,36.69,9996.06,1.0,4.0,134.0,Fitness,Afternoon,Basic,Black,Yes,1.0
18.0,Other,UK,Manchester,0.0,7.11,0.78,7.89,51.66,43.66,4236.67,1.0,0.0,426.0,Recreation,Morning,Free,White,Yes,0.0
44.0,Male,UK,Manchester,0.44,8.39,4.69,13.52,57.09,41.38,6786.96,1.0,5.0,76.0,Fitness,Evening,Basic,Black,Yes,0.0
45.0,Male,Germany,Berlin,1.85,5.85,3.24,10.94,50.73,41.48,5332.52,0.0,0.0,47.0,Recreation,Afternoon,Free,Black,Yes,1.0
46.0,Male,Germany,Hamburg,1.58,5.529109014675052,2.62,10.71,51.45,46.56,5462.7,3.0,8.0,5.0,Fitness,Afternoon,Premium,White,No,0.0
35.0,Female,Germany,Munich,5.26,5.83,4.42,15.51,66.23,38.09,8043.7,2.0,0.0,111.0,Competition,Evening,Free,White,Yes,0.0
29.0,Male,Germany,Hamburg,3.24,4.56,3.35,11.15,60.4,39.41,5382.83,0.0,6.0,182.0,Recreation,Morning,Free,Black,Yes,0.0
30.0,Female,Australia,Melbourne,3.15,5.94,4.92,14.0,59.83,36.08,6898.03,1.0,0.0,294.0,Fitness,Evening,Free,Black,Yes,1.0
58.0,Female,India,Bangalore,0.53,6.39,7.2,14.12,33.26,53.08,7087.01,0.0,6.0,214.0,Fitness,Evening,Free,Black,No,0.0
19.0,Male,USA,New York,1.35,5.529109014675052,4.04,5.39,57.68,39.85,2496.84,0.0,1.0,119.0,Fitness,Afternoon,Free,Black,Yes,1.0
54.0,Male,UK,Manchester,3.46,3.52,1.92,8.9,44.43,55.04,4163.12,0.0,5.0,433.0,Recreation,Evening,Premium,Black,Yes,0.0
62.0,Male,Australia,Melbourne,3.69,0.29,0.0,3.98,21.282558394331815,63.94,1892.87,3.0,1.0,417.0,Recreation,Evening,Basic,Black,Yes,0.0
33.0,Other,USA,New York,3.04,1.96,1.89,6.89,61.73,44.2,3661.85,4.0,0.0,203.0,Recreation,Afternoon,Free,White,No,1.0
41.0,Male,Australia,Brisbane,4.44,9.95,2.66,17.05,62.0,42.72,8248.59,2.0,4.0,15.0,Competition,Afternoon,Premium,Black,Yes,1.0
52.0,Female,Australia,Melbourne,2.61,0.09,4.38,7.08,43.67,46.51,3497.21,3.0,5.0,243.0,Competition,Afternoon,Free,Black,Yes,0.0
39.0,Male,UK,London,0.0,1.64,0.74,2.38,49.65,47.4,1345.5,3.0,8.0,230.0,Recreation,Afternoon,Free,Black,Yes,0.0
53.0,Other,India,Delhi,0.06,2.46,0.3,2.82,28.89,55.81,1681.08,4.0,0.0,97.0,Fitness,Evening,Basic,Black,Yes,0.0
28.0,Male,Germany,Munich,1.83,5.3,1.1,8.24,61.04,39.53,4409.37,3.0,7.0,393.0,Competition,Evening,Free,Black,Yes,0.0
63.0,Other,India,Berlin,2.12,4.62,6.64,13.38,19.04,55.27,6643.49,0.0,2.0,197.0,Recreation,Morning,Premium,Black,Yes,0.0
46.0,Other,UK,Birmingham,1.53,1.56,3.93,7.01,43.5,45.61,3776.63,0.0,7.0,84.0,Fitness,Morning,Premium,Black,No,0.0
52.0,Male,UK,London,1.96,2.8,2.19,6.95,35.27,52.08,3195.57,1.0,9.0,221.0,Competition,Evening,Basic,Black,Yes,0.0
32.0,Female,UK,London,1.61,3.57,5.04,10.22,62.57,39.47,5257.04,3.0,8.0,411.0,Fitness,Morning,Free,Black,No,0.0
